# gene name           KO     thrshld  score   E-value KO definition
#-------------------- ------ ------- ------ --------- ---------------------
* EJFNJEFF_00001      K03495  294.00 1004.1  4.8e-303 tRNA uridine 5-carboxymethylaminomethyl modification enzyme
  EJFNJEFF_01634      K07133  110.67   15.4   0.00067 uncharacterized protein
  EJFNJEFF_01634      K07588  248.93   15.4   0.00082 LAO/AO transport system kinase [EC:2.7.-.-]
  EJFNJEFF_01634      K16014  920.83   15.3   0.00037 ATP-binding cassette, subfamily C, bacterial CydCD
  EJFNJEFF_01634      K03753   53.20   15.1    0.0014 molybdopterin-guanine dinucleotide biosynthesis adapter protein
  EJFNJEFF_01634      K23184  357.90   15.0   0.00094 ferric citrate transport system ATP-binding protein [EC:7.2.2.18]
  EJFNJEFF_01634      K15518  212.33   14.9    0.0015 deoxyguanosine kinase [EC:2.7.1.113]
  EJFNJEFF_01634      K07321  127.13   14.7    0.0014 CO dehydrogenase maturation factor
  EJFNJEFF_01634      K12800 1071.10   14.6   0.00053 NACHT, LRR and PYD domains-containing protein 3
  EJFNJEFF_01634      K18690  259.80   14.4    0.0023 mevalonate-3-phosphate-5-kinase [EC:2.7.1.186]
  EJFNJEFF_01634      K06192  141.87   14.4   0.00093 paraquat-inducible protein B
  EJFNJEFF_01634      K18554   78.47   14.4    0.0023 chloramphenicol 3-O phosphotransferase [EC:2.7.1.-]
  EJFNJEFF_01634      K03496  133.60   14.3    0.0021 chromosome partitioning protein
  EJFNJEFF_01634      K18532   67.40   13.1    0.0041 adenylate kinase [EC:2.7.4.3]
  EJFNJEFF_01634      K17680  277.93   13.0    0.0023 twinkle protein [EC:3.6.4.12]
  EJFNJEFF_01634      K04748  189.77   12.9    0.0052 nitric oxide reductase NorQ protein
  EJFNJEFF_01634      K00891  134.60   12.8    0.0078 shikimate kinase [EC:2.7.1.71]
  EJFNJEFF_01634      K04562  209.63   12.8    0.0042 flagellar biosynthesis protein FlhG
  EJFNJEFF_01634      K06928   74.17   12.7    0.0055 nucleoside-triphosphatase [EC:3.6.1.15]
  EJFNJEFF_01634      K00942  186.93   12.7    0.0045 guanylate kinase [EC:2.7.4.8]
  EJFNJEFF_01634      K01304   45.20   12.6    0.0068 pyroglutamyl-peptidase [EC:3.4.19.3]
  EJFNJEFF_01634      K03593  120.03   12.5    0.0069 ATP-binding protein involved in chromosome partitioning
  EJFNJEFF_01634      K16012  452.43   12.4    0.0042 ATP-binding cassette, subfamily C, bacterial CydC
  EJFNJEFF_01634      K04800  300.40   12.1    0.0059 replication factor C large subunit
  EJFNJEFF_01634      K15519  208.00   12.1    0.0091 deoxyadenosine/deoxycytidine kinase [EC:2.7.1.76 2.7.1.74]
  EJFNJEFF_01634      K01103  832.13   12.0    0.0046 6-phosphofructo-2-kinase / fructose-2,6-biphosphatase 3 [EC:2.7.1.105 3.1.3.46]
  EJFNJEFF_01634      K16013  510.50   11.9    0.0061 ATP-binding cassette, subfamily C, bacterial CydD
  EJFNJEFF_01634      K24104   71.40   11.6     0.011 GPN-loop GTPase
  EJFNJEFF_01634      K02013  257.90   11.4      0.01 iron complex transport system ATP-binding protein [EC:7.2.2.-]
  EJFNJEFF_01634      K00867  156.10   11.1     0.015 type I pantothenate kinase [EC:2.7.1.33]
  EJFNJEFF_01634      K01144  222.70   10.4     0.023 exodeoxyribonuclease V [EC:3.1.11.5]
  EJFNJEFF_01634      K06957  452.70   10.2     0.014 tRNA(Met) cytidine acetyltransferase [EC:2.3.1.193]
  EJFNJEFF_01634      K06945   76.13    9.5     0.061 uncharacterized protein
  EJFNJEFF_01634      K03581  242.90    9.0     0.047 exodeoxyribonuclease V alpha subunit [EC:3.1.11.5]
  EJFNJEFF_01634      K15738  633.23    8.7     0.045 ABC transport system ATP-binding/permease protein
  EJFNJEFF_01634      K06915  113.03    7.7      0.15 uncharacterized protein
  EJFNJEFF_01634      K09695  345.43    7.5      0.21 lipooligosaccharide transport system ATP-binding protein
  EJFNJEFF_01634      K06158  580.93    5.8      0.38 ATP-binding cassette, subfamily F, member 3
  EJFNJEFF_01634      K00476  194.17    5.8      0.47 aspartate beta-hydroxylase [EC:1.14.11.16]
  EJFNJEFF_01634      K03390  126.93    2.3        11 heterodisulfide reductase subunit C2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]
* EJFNJEFF_01635      K08316   91.13  226.3   5.7e-68 16S rRNA (guanine966-N2)-methyltransferase [EC:2.1.1.171]
  EJFNJEFF_01635      K15460  129.67   36.6   2.7e-10 tRNA1Val (adenine37-N6)-methyltransferase [EC:2.1.1.223]
  EJFNJEFF_01635      K03215  312.10   35.6     5e-10 23S rRNA (uracil1939-C5)-methyltransferase [EC:2.1.1.190]
  EJFNJEFF_01635      K06969  237.43   34.0   1.9e-09 23S rRNA (cytosine1962-C5)-methyltransferase [EC:2.1.1.191]
  EJFNJEFF_01635      K12297  549.43   29.9   1.4e-08 23S rRNA (guanine2445-N2)-methyltransferase / 23S rRNA (guanine2069-N7)-methyltransferase [EC:2.1.1.173 2.1.1.264]
  EJFNJEFF_01635      K02191  217.80   28.8   5.1e-08 cobalt-precorrin-6B (C15)-methyltransferase [EC:2.1.1.196]
  EJFNJEFF_01635      K15984   92.70   25.6   7.7e-07 16S rRNA (guanine1516-N2)-methyltransferase [EC:2.1.1.242]
  EJFNJEFF_01635      K07579  222.10   23.3   3.9e-06 putative methylase
  EJFNJEFF_01635      K00571  161.90   21.3   1.2e-05 site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]
  EJFNJEFF_01635      K14191  290.20   21.1   1.2e-05 18S rRNA (adenine1779-N6/adenine1780-N6)-dimethyltransferase [EC:2.1.1.183]
  EJFNJEFF_01635      K00797  102.57   20.8   1.7e-05 spermidine synthase [EC:2.5.1.16]
  EJFNJEFF_01635      K11391  313.93   19.1   4.4e-05 23S rRNA (guanine1835-N2)-methyltransferase [EC:2.1.1.174]
  EJFNJEFF_01635      K15257  120.40   18.0   0.00016 tRNA (mo5U34)-methyltransferase [EC:2.1.1.-]
  EJFNJEFF_01635      K16318  221.20   17.4   0.00022 tRNA (guanine6-N2)-methyltransferase [EC:2.1.1.256]
  EJFNJEFF_01635      K07319  246.73   16.9   0.00024 adenine-specific DNA-methyltransferase [EC:2.1.1.72]
  EJFNJEFF_01635      K02528  248.40   16.8   0.00028 16S rRNA (adenine1518-N6/adenine1519-N6)-dimethyltransferase [EC:2.1.1.182]
  EJFNJEFF_01635      K06983  220.47   16.6   0.00036 uncharacterized protein
  EJFNJEFF_01635      K00561  210.90   16.4   0.00039 23S rRNA (adenine-N6)-dimethyltransferase [EC:2.1.1.184]
  EJFNJEFF_01635      K00557  266.97   15.4   0.00071 tRNA (uracil-5-)-methyltransferase [EC:2.1.1.35]
  EJFNJEFF_01635      K07318  148.83   15.2   0.00062 adenine-specific DNA-methyltransferase [EC:2.1.1.72]
  EJFNJEFF_01635      K02493  230.83   14.4    0.0018 release factor glutamine methyltransferase [EC:2.1.1.297]
  EJFNJEFF_01635      K07115   87.83   13.4    0.0022 23S rRNA (adenine2030-N6)-methyltransferase [EC:2.1.1.266]
  EJFNJEFF_01635      K00564  113.97   12.8    0.0055 16S rRNA (guanine1207-N2)-methyltransferase [EC:2.1.1.172]
  EJFNJEFF_01635      K07445  148.90   12.5    0.0028 putative DNA methylase
  EJFNJEFF_01635      K03500  290.47   12.0    0.0089 16S rRNA (cytosine967-C5)-methyltransferase [EC:2.1.1.176]
  EJFNJEFF_01635      K00595  226.80   11.3      0.01 precorrin-6B C5,15-methyltransferase / cobalt-precorrin-6B C5,C15-methyltransferase [EC:2.1.1.132 2.1.1.289 2.1.1.196]
  EJFNJEFF_01635      K06223   58.63   11.3     0.015 DNA adenine methylase [EC:2.1.1.72]
* EJFNJEFF_01636      K03216   96.87  252.9   2.1e-76 tRNA (cytidine/uridine-2'-O-)-methyltransferase [EC:2.1.1.207]
  EJFNJEFF_01636      K00763  143.00   94.8   5.2e-28 nicotinate phosphoribosyltransferase [EC:6.3.4.21]
  EJFNJEFF_01636      K00556  165.80   55.4   6.2e-16 tRNA (guanosine-2'-O-)-methyltransferase [EC:2.1.1.34]
  EJFNJEFF_01636      K03437  209.80   41.9   7.1e-12 RNA methyltransferase, TrmH family
  EJFNJEFF_01636      K02533  258.10   41.2   1.1e-11 tRNA/rRNA methyltransferase [EC:2.1.1.-]
  EJFNJEFF_01636      K21514  274.97   34.8   8.5e-10 23S rRNA (uridine2479-2'-O)-methyltransferase [EC:2.1.1.208]
  EJFNJEFF_01636      K03218  214.40   28.2   9.2e-08 23S rRNA (guanosine2251-2'-O)-methyltransferase [EC:2.1.1.185]
  EJFNJEFF_01636      K15396  333.23   27.1   2.2e-07 tRNA (cytidine32/uridine32-2'-O)-methyltransferase [EC:2.1.1.200]
  EJFNJEFF_01636      K03214  215.20   19.9   3.7e-05 RNA methyltransferase, TrmH family [EC:2.1.1.-]
  EJFNJEFF_01636      K05926  271.23   14.5    0.0018 23S rRNA (adenosine1067-2'-O)-methyltransferase [EC:2.1.1.230]
* EJFNJEFF_01637      K07270  125.40  182.0   2.3e-54 glycosyl transferase, family 25
  EJFNJEFF_01637      K23067  254.37   75.3     4e-22 beta-1,4-galactosyltransferase
  EJFNJEFF_01637      K05997  144.87   12.8    0.0077 Fe-S cluster assembly protein SufA
* EJFNJEFF_01638      K02858  343.53  367.9  6.9e-111 3,4-dihydroxy 2-butanone 4-phosphate synthase [EC:4.1.99.12]
  EJFNJEFF_01638      K14652  361.13  332.6    5e-100 3,4-dihydroxy 2-butanone 4-phosphate synthase / GTP cyclohydrolase II [EC:4.1.99.12 3.5.4.25]
* EJFNJEFF_01639      K06211  116.17  480.2    6e-145 HTH-type transcriptional regulator, transcriptional repressor of NAD biosynthesis genes [EC:2.7.7.1 2.7.1.22]
  EJFNJEFF_01639      K13522  164.37   31.1   1.6e-08 bifunctional NMN adenylyltransferase/nudix hydrolase [EC:2.7.7.1 3.6.1.-]
  EJFNJEFF_01639      K00969  111.20   29.7   2.8e-08 nicotinate-nucleotide adenylyltransferase [EC:2.7.7.18]
  EJFNJEFF_01639      K00954   71.47   28.5   8.8e-08 pantetheine-phosphate adenylyltransferase [EC:2.7.7.3]
  EJFNJEFF_01639      K00952  124.67   28.0   1.4e-07 nicotinamide-nucleotide adenylyltransferase [EC:2.7.7.1]
  EJFNJEFF_01639      K01910  260.40   20.7   1.9e-05 [citrate (pro-3S)-lyase] ligase [EC:6.2.1.22]
  EJFNJEFF_01639      K14656  112.77   20.6   2.6e-05 FAD synthetase [EC:2.7.7.2]
  EJFNJEFF_01639      K00980  128.97   18.4   0.00014 glycerol-3-phosphate cytidylyltransferase [EC:2.7.7.39]
  EJFNJEFF_01639      K03595  147.93   13.9    0.0016 GTPase
  EJFNJEFF_01639      K21345  216.33   12.0      0.01 D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase [EC:2.7.7.70]
  EJFNJEFF_01639      K06946  111.93   11.5     0.013 uncharacterized protein
  EJFNJEFF_01639      K19230  330.53   11.0     0.018 cationic peptide transport system ATP-binding protein
  EJFNJEFF_01639      K00943  100.40   10.4     0.028 dTMP kinase [EC:2.7.4.9]
  EJFNJEFF_01640      K07096   81.40   74.7   7.4e-22 uncharacterized protein
  EJFNJEFF_01640      K03651  118.43   35.3   7.7e-10 3',5'-cyclic-AMP phosphodiesterase [EC:3.1.4.53]
  EJFNJEFF_01640      K07095  102.17   26.3     4e-07 uncharacterized protein
  EJFNJEFF_01640      K03269   67.87   25.3   6.7e-07 UDP-2,3-diacylglucosamine hydrolase [EC:3.6.1.54]
  EJFNJEFF_01640      K07098  101.37   21.9   6.2e-06 uncharacterized protein
  EJFNJEFF_01640      K21814  155.53   18.7   6.6e-05 serine/threonine-protein phosphatase CPPED1 [EC:3.1.3.16]
  EJFNJEFF_01640      K03547   86.23   18.4    0.0001 DNA repair protein SbcD/Mre11
  EJFNJEFF_01640      K22390  141.03   12.7    0.0039 acid phosphatase type 7
  EJFNJEFF_01640      K18328  218.60   11.3     0.011 lariat debranching enzyme [EC:3.1.-.-]
  EJFNJEFF_01640      K06953   85.07   10.2     0.029 uncharacterized protein
  EJFNJEFF_01640      K07313  143.90    7.9      0.18 serine/threonine protein phosphatase 1 [EC:3.1.3.16]
* EJFNJEFF_01643      K08306  246.53  447.9  4.2e-135 membrane-bound lytic murein transglycosylase C [EC:4.2.2.-]
  EJFNJEFF_01643      K08308  237.70  213.1   3.4e-64 membrane-bound lytic murein transglycosylase E [EC:4.2.2.-]
  EJFNJEFF_01643      K08309  130.83   92.6   3.6e-27 soluble lytic murein transglycosylase [EC:4.2.2.-]
  EJFNJEFF_01643      K18691  146.90   75.6   3.5e-22 membrane-bound lytic murein transglycosylase F [EC:4.2.2.-]
  EJFNJEFF_01643      K08307  132.47   38.7   5.7e-11 membrane-bound lytic murein transglycosylase D [EC:4.2.2.-]
  EJFNJEFF_01643      K03194   62.17   23.0   4.8e-06 type IV secretion system protein VirB1
  EJFNJEFF_01643      K08305   93.30   14.3    0.0015 membrane-bound lytic murein transglycosylase B [EC:4.2.2.-]
* EJFNJEFF_01645      K03575  149.47  445.3  4.7e-134 A/G-specific adenine glycosylase [EC:3.2.2.31]
  EJFNJEFF_01645      K10773  135.73   74.1   1.1e-21 endonuclease III [EC:4.2.99.18]
  EJFNJEFF_01645      K07457  167.27   50.8   1.3e-14 endonuclease III related protein
  EJFNJEFF_01645      K13529  340.47   14.8   0.00086 AraC family transcriptional regulator, regulatory protein of adaptative response / DNA-3-methyladenine glycosylase II [EC:3.2.2.21]
  EJFNJEFF_01645      K15013  694.30   10.5     0.012 long-chain-fatty-acid--CoA ligase ACSBG [EC:6.2.1.3]
* EJFNJEFF_01646      K02909   31.73  123.5   1.5e-36 large subunit ribosomal protein L31
* EJFNJEFF_01647      K01834  152.27  340.2  1.2e-102 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]
  EJFNJEFF_01647      K22305  190.40  111.9   3.2e-33 phosphoserine phosphatase [EC:3.1.3.3]
  EJFNJEFF_01647      K15640  208.90  108.3   5.1e-32 uncharacterized phosphatase
  EJFNJEFF_01647      K15634  202.37  108.1   6.3e-32 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]
  EJFNJEFF_01647      K22306  216.33   99.5   2.7e-29 glucosyl-3-phosphoglycerate phosphatase [EC:3.1.3.85]
  EJFNJEFF_01647      K02226  161.63   87.3   1.2e-25 alpha-ribazole phosphatase [EC:3.1.3.73]
  EJFNJEFF_01647      K22316  369.40   66.3   2.7e-19 ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase [EC:3.1.26.4 3.1.3.73]
  EJFNJEFF_01647      K08296   80.20   45.0   1.1e-12 phosphohistidine phosphatase [EC:3.1.3.-]
  EJFNJEFF_01647      K15637  119.33   32.9   3.9e-09 serine/threonine-protein phosphatase PGAM5 [EC:3.1.3.16]
  EJFNJEFF_01647      K01103  832.13   22.4   3.2e-06 6-phosphofructo-2-kinase / fructose-2,6-biphosphatase 3 [EC:2.7.1.105 3.1.3.46]
  EJFNJEFF_01647      K18993  117.03   17.7   8.3e-05 ubiquitin-associated and SH3 domain-containing protein [EC:3.1.3.48]
* EJFNJEFF_01648      K22719  164.53  329.9   2.5e-99 murein hydrolase activator
  EJFNJEFF_01648      K06194  151.23  121.8   4.1e-36 lipoprotein NlpD
  EJFNJEFF_01648      K12943  307.67  117.4   7.5e-35 lipoprotein YgeR
  EJFNJEFF_01648      K06401  136.43   80.9   1.2e-23 stage IV sporulation protein FA
  EJFNJEFF_01648      K19304  157.37   71.0   1.3e-20 murein DD-endopeptidase [EC:3.4.24.-]
  EJFNJEFF_01648      K21472  118.20   55.4   7.8e-16 peptidoglycan LD-endopeptidase LytH [EC:3.4.-.-]
  EJFNJEFF_01648      K08259  380.50   44.8   1.1e-12 lysostaphin [EC:3.4.24.75]
  EJFNJEFF_01648      K03529  565.80   31.7   3.3e-09 chromosome segregation protein
  EJFNJEFF_01648      K21473  248.73   27.8   1.1e-07 peptidoglycan DL-endopeptidase RipA [EC:3.4.-.-]
  EJFNJEFF_01648      K06386  152.40   26.2   4.5e-07 stage II sporulation protein Q
  EJFNJEFF_01648      K03546  166.57   20.8   1.2e-05 DNA repair protein SbcC/Rad50
  EJFNJEFF_01648      K20283  280.17   20.8   6.3e-06 golgin subfamily A member 4
  EJFNJEFF_01648      K01347 1039.07   19.3   1.6e-05 IgA-specific serine endopeptidase [EC:3.4.21.72]
  EJFNJEFF_01648      K05589   60.87   18.4   0.00016 cell division protein FtsB
  EJFNJEFF_01648      K02496   99.90   17.3   0.00016 uroporphyrin-III C-methyltransferase [EC:2.1.1.107]
  EJFNJEFF_01648      K21471  152.00   16.8   0.00048 peptidoglycan DL-endopeptidase CwlO [EC:3.4.-.-]
  EJFNJEFF_01648      K02123  311.97   15.9   0.00038 V/A-type H+/Na+-transporting ATPase subunit I
  EJFNJEFF_01648      K07184   71.67   14.5     0.002 SH3 domain protein
  EJFNJEFF_01648      K03646   61.07   12.6    0.0079 colicin import membrane protein
  EJFNJEFF_01648      K07164   77.33   12.5    0.0065 uncharacterized protein
  EJFNJEFF_01648      K20478  237.57   12.1    0.0015 golgin subfamily B member 1
  EJFNJEFF_01648      K11003  353.63   11.3     0.011 membrane fusion protein, hemolysin D
  EJFNJEFF_01648      K02022  356.33   10.7     0.016 HlyD family secretion protein
  EJFNJEFF_01648      K02172  147.40   10.3     0.017 bla regulator protein blaR1
  EJFNJEFF_01648      K22267  163.77    9.8     0.042 starch-binding domain-containing protein 1
  EJFNJEFF_01648      K07803   73.70    9.6     0.079 zinc resistance-associated protein
  EJFNJEFF_01648      K24163  368.73    9.5     0.029 monovalent cation/hydrogen antiporter
  EJFNJEFF_01648      K06078   36.80    9.3      0.12 murein lipoprotein
  EJFNJEFF_01648      K05874  643.47    9.1     0.056 methyl-accepting chemotaxis protein I, serine sensor receptor
  EJFNJEFF_01648      K15255  113.67    9.0     0.035 ATP-dependent DNA helicase PIF1 [EC:3.6.4.12]
  EJFNJEFF_01648      K09150  157.93    8.9     0.048 uncharacterized protein
  EJFNJEFF_01648      K22051  935.17    8.3     0.043 miniconductance mechanosensitive channel
  EJFNJEFF_01648      K09228  358.57    7.6      0.11 KRAB domain-containing zinc finger protein
  EJFNJEFF_01648      K07777  255.77    7.4      0.17 two-component system, NarL family, sensor histidine kinase DegS [EC:2.7.13.3]
  EJFNJEFF_01648      K02100  573.13    7.4       0.1 MFS transporter, SP family, arabinose:H+ symporter
  EJFNJEFF_01648      K22766  551.73    6.4      0.33 fidgetin-like protein 1 [EC:3.6.4.-]
  EJFNJEFF_01648      K00700  297.37    6.3      0.23 1,4-alpha-glucan branching enzyme [EC:2.4.1.18]
  EJFNJEFF_01648      K09880  141.00    6.2       0.4 enolase-phosphatase E1 [EC:3.1.3.77]
  EJFNJEFF_01648      K16554  451.60    6.0      0.27 polysaccharide biosynthesis transport protein
  EJFNJEFF_01648      K03316  409.70    5.9      0.38 monovalent cation:H+ antiporter, CPA1 family
  EJFNJEFF_01648      K09749  157.17    5.7      0.42 uncharacterized protein
  EJFNJEFF_01648      K03243  227.80    5.3      0.35 translation initiation factor 5B
  EJFNJEFF_01648      K13085  231.20    5.0      0.96 phosphatidylinositol-4,5-bisphosphate 4-phosphatase [EC:3.1.3.78]
  EJFNJEFF_01648      K00616  146.97    4.0       2.2 transaldolase [EC:2.2.1.2]
  EJFNJEFF_01648      K06286  173.17    3.9       1.3 septation ring formation regulator
  EJFNJEFF_01648      K03294  452.87    3.3       2.4 basic amino acid/polyamine antiporter, APA family
  EJFNJEFF_01648      K17945   97.27    3.1       8.5 tropomyosin, fungi type
  EJFNJEFF_01648      K11632  637.03    2.9       3.8 bacitracin transport system permease protein
  EJFNJEFF_01648      K12213  119.97    2.3       7.7 intracellular multiplication protein IcmK
  EJFNJEFF_01648      K19171  178.13    2.0         6 DNA sulfur modification protein DndD
  EJFNJEFF_01648      K04659 1088.53    1.6       4.7 thrombospondin 2/3/4/5
  EJFNJEFF_01648      K01134  496.47    1.6       8.7 arylsulfatase A [EC:3.1.6.8]
  EJFNJEFF_01648      K01897  438.47    0.8        12 long-chain acyl-CoA synthetase [EC:6.2.1.3]
  EJFNJEFF_01648      K13593  163.77    0.7        19 cyclic-di-GMP phosphodiesterase, flagellum assembly factor TipF
  EJFNJEFF_01648      K13714  498.67    0.6       8.8 bifunctional autolysin [EC:3.5.1.28 3.2.1.96]
  EJFNJEFF_01648      K18626  156.93    0.4       6.5 trichohyalin
  EJFNJEFF_01648      K02599 2969.27    0.4       7.8 Notch 1
  EJFNJEFF_01648      K02433  447.97    0.2        28 aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A [EC:6.3.5.6 6.3.5.7]
  EJFNJEFF_01648      K12065  113.77    0.0        36 conjugal transfer pilus assembly protein TraB
  EJFNJEFF_01648      K02316   64.47   -0.5        44 DNA primase [EC:2.7.7.101]
* EJFNJEFF_01649      K09798   58.07  299.6   3.2e-90 uncharacterized protein
* EJFNJEFF_01650      K07270  125.40  182.6   1.4e-54 glycosyl transferase, family 25
  EJFNJEFF_01650      K23067  254.37   52.7   3.1e-15 beta-1,4-galactosyltransferase
  EJFNJEFF_01651      K07010  130.13   11.0     0.019 putative glutamine amidotransferase
  EJFNJEFF_01651      K06325   86.00    9.8     0.038 spore coat protein B
  EJFNJEFF_01651      K01703  485.37    9.1     0.046 3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit [EC:4.2.1.33 4.2.1.35]
  EJFNJEFF_01651      K05824  428.57    9.0     0.061 homoisocitrate dehydrogenase [EC:1.1.1.87]
  EJFNJEFF_01651      K21473  248.73    8.9     0.054 peptidoglycan DL-endopeptidase RipA [EC:3.4.-.-]
  EJFNJEFF_01651      K03564  153.93    7.3      0.22 thioredoxin-dependent peroxiredoxin [EC:1.11.1.24]
  EJFNJEFF_01651      K03311  234.40    6.3      0.23 branched-chain amino acid:cation transporter, LIVCS family
  EJFNJEFF_01651      K00728  153.93    5.8      0.32 dolichyl-phosphate-mannose-protein mannosyltransferase [EC:2.4.1.109]
  EJFNJEFF_01651      K05837  395.73    4.3       1.4 rod shape determining protein RodA
  EJFNJEFF_01651      K02196   24.33    3.4       8.9 heme exporter protein D
  EJFNJEFF_01651      K20073  238.77    3.0         4 mid-cell-anchored protein Z
* EJFNJEFF_01652      K01952  678.17 2066.4         0 phosphoribosylformylglycinamidine synthase [EC:6.3.5.3]
  EJFNJEFF_01652      K23270  855.27  388.4  6.2e-117 phosphoribosylformylglycinamidine synthase subunit PurSL [EC:6.3.5.3]
  EJFNJEFF_01652      K23269  732.43  327.0   2.9e-98 phosphoribosylformylglycinamidine synthase subunit PurL [EC:6.3.5.3]
  EJFNJEFF_01652      K23265  210.07  174.8   1.8e-52 phosphoribosylformylglycinamidine synthase subunit PurQ / glutaminase [EC:6.3.5.3 3.5.1.2]
  EJFNJEFF_01652      K04655  171.23   42.2     5e-12 hydrogenase expression/formation protein HypE
  EJFNJEFF_01652      K07123  152.33   24.9   8.4e-07 uncharacterized protein
* EJFNJEFF_01653      K11065  125.60  251.7   8.5e-76 thioredoxin-dependent peroxiredoxin [EC:1.11.1.24]
  EJFNJEFF_01653      K24129  143.67   63.0   2.9e-18 glutaredoxin-dependent peroxiredoxin [EC:1.11.1.25]
  EJFNJEFF_01653      K03564  153.93   41.4   9.9e-12 thioredoxin-dependent peroxiredoxin [EC:1.11.1.24]
  EJFNJEFF_01653      K24126  219.83   32.8   4.2e-09 lipoyl-dependent peroxiredoxin subunit C [EC:1.11.1.28]
  EJFNJEFF_01653      K24120  171.40   32.4   6.2e-09 mycoredoxin-dependent peroxiredoxin [EC:1.11.1.29]
  EJFNJEFF_01653      K24130  418.67   26.4   3.3e-07 glutaredoxin-dependent peroxiredoxin [EC:1.11.1.25]
  EJFNJEFF_01653      K20011  368.53   21.7   1.3e-05 peroxiredoxin 3 [EC:1.11.1.24 1.11.1.25]
  EJFNJEFF_01653      K13279  395.10   20.8   2.3e-05 peroxiredoxin 1 [EC:1.11.1.24]
  EJFNJEFF_01653      K03386  232.73   16.1   0.00063 peroxiredoxin 2/4 [EC:1.11.1.24]
* EJFNJEFF_01654      K01778   61.57  360.1  1.2e-108 diaminopimelate epimerase [EC:5.1.1.7]
  EJFNJEFF_01654      K01780  169.17   35.3   8.8e-10 histidine racemase [EC:5.1.1.24]
* EJFNJEFF_01655      K01356  130.10  229.6   7.1e-69 repressor LexA [EC:3.4.21.88]
  EJFNJEFF_01655      K03503  127.27   99.4   2.4e-29 DNA polymerase V [EC:3.4.21.-]
  EJFNJEFF_01655      K03556  121.87   16.6   0.00023 LuxR family transcriptional regulator, maltose regulon positive regulatory protein
  EJFNJEFF_01655      K12573  480.03   15.4   0.00039 ribonuclease R [EC:3.1.13.1]
  EJFNJEFF_01655      K07725   66.03   13.9    0.0024 CRISPR-associated protein Csa3
  EJFNJEFF_01655      K03709  118.33   13.8    0.0028 DtxR family transcriptional regulator, Mn-dependent transcriptional regulator
* EJFNJEFF_01656      K00631  449.53  998.1  4.4e-301 glycerol-3-phosphate O-acyltransferase [EC:2.3.1.15]
  EJFNJEFF_01656      K15781  300.40   90.3   8.2e-27 putative phosphoserine phosphatase / 1-acylglycerol-3-phosphate O-acyltransferase [EC:3.1.3.3 2.3.1.51]
  EJFNJEFF_01656      K00655  123.10   58.6   5.7e-17 1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]
  EJFNJEFF_01656      K13509  248.50   21.0   1.7e-05 lysophosphatidate acyltransferase [EC:2.3.1.51]
  EJFNJEFF_01656      K13507  210.90   19.4   2.3e-05 glycerol-3-phosphate O-acyltransferase / dihydroxyacetone phosphate acyltransferase [EC:2.3.1.15 2.3.1.42]
* EJFNJEFF_01657      K03885  210.50  397.2  1.7e-119 NADH:ubiquinone reductase (H+-translocating) [EC:7.1.1.2]
  EJFNJEFF_01657      K17872  378.27  241.6   1.5e-72 demethylphylloquinone reductase [EC:1.6.5.12]
  EJFNJEFF_01657      K22745  219.87  186.2     1e-55 apoptosis-inducing factor 2
  EJFNJEFF_01657      K17870  464.10  129.6   1.2e-38 NADH oxidase (H2O2-forming) [EC:1.6.3.3]
  EJFNJEFF_01657      K00360  528.77  109.1   2.4e-32 assimilatory nitrate reductase electron transfer subunit [EC:1.7.99.-]
  EJFNJEFF_01657      K00529  389.13  107.2   8.8e-32 3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin reductase component [EC:1.18.1.3]
  EJFNJEFF_01657      K18367  472.27   97.2     8e-29 CoA-dependent NAD(P)H sulfur oxidoreductase [EC:1.8.1.18]
  EJFNJEFF_01657      K05297  423.30   96.4   1.3e-28 rubredoxin---NAD+ reductase [EC:1.18.1.1]
  EJFNJEFF_01657      K00362  523.63   91.0   4.9e-27 nitrite reductase (NADH) large subunit [EC:1.7.1.15]
  EJFNJEFF_01657      K22747  425.63   73.1   1.4e-21 apoptosis-inducing factor 3
  EJFNJEFF_01657      K17218  235.73   70.9     9e-21 sulfide:quinone oxidoreductase [EC:1.8.5.4]
  EJFNJEFF_01657      K17229  217.87   68.1   6.5e-20 sulfide dehydrogenase [flavocytochrome c] flavoprotein chain [EC:1.8.2.3]
  EJFNJEFF_01657      K12265  420.93   66.2   2.7e-19 nitric oxide reductase FlRd-NAD(+) reductase [EC:1.18.1.-]
  EJFNJEFF_01657      K05910  521.50   65.5   3.8e-19 NADH peroxidase [EC:1.11.1.1]
  EJFNJEFF_01657      K08255  579.27   62.4   3.9e-18 CoA-disulfide reductase [EC:1.8.1.14]
