# gene name           KO     thrshld  score   E-value KO definition
#-------------------- ------ ------- ------ --------- ---------------------
* EBNMPBKG_00007      K12297  549.43 1052.1         0 23S rRNA (guanine2445-N2)-methyltransferase / 23S rRNA (guanine2069-N7)-methyltransferase [EC:2.1.1.173 2.1.1.264]
  EBNMPBKG_01364      K08482  143.33   14.4     0.001 circadian clock protein KaiC
  EBNMPBKG_01364      K07459  139.47   12.8    0.0027 putative ATP-dependent endonuclease of the OLD family
  EBNMPBKG_01364      K06023   70.23   12.2     0.007 HPr kinase/phosphorylase [EC:2.7.11.- 2.7.4.-]
  EBNMPBKG_01364      K20530  516.90   11.2    0.0054 type IV secretion system protein TrbE [EC:7.4.2.8]
  EBNMPBKG_01364      K03529  565.80   10.9    0.0059 chromosome segregation protein
  EBNMPBKG_01364      K00860  317.33   10.0     0.035 adenylylsulfate kinase [EC:2.7.1.25]
  EBNMPBKG_01364      K06045  619.17    9.1     0.024 squalene-hopene/tetraprenyl-beta-curcumene cyclase [EC:5.4.99.17 4.2.1.129]
  EBNMPBKG_01364      K03546  166.57    8.8      0.05 DNA repair protein SbcC/Rad50
* EBNMPBKG_01365      K10823  490.13  502.8  1.3e-151 oligopeptide transport system ATP-binding protein
* EBNMPBKG_01365      K02032  399.13  480.6    1e-144 peptide/nickel transport system ATP-binding protein
  EBNMPBKG_01365      K12372  454.97  414.0  4.1e-125 dipeptide transport system ATP-binding protein
  EBNMPBKG_01365      K13892  956.43  382.6    3e-115 glutathione transport system ATP-binding protein
  EBNMPBKG_01365      K02031  395.20  363.1    3e-109 peptide/nickel transport system ATP-binding protein
  EBNMPBKG_01365      K24712 1113.77  362.4  3.2e-109 D-galactose transport system ATP-binding protein [EC:7.5.2.11]
  EBNMPBKG_01365      K15583  505.27  358.1  6.9e-108 oligopeptide transport system ATP-binding protein
  EBNMPBKG_01365      K13896  797.47  341.2    1e-102 microcin C transport system ATP-binding protein
  EBNMPBKG_01365      K16202  569.93  301.7   4.5e-91 dipeptide transport system ATP-binding protein
  EBNMPBKG_01365      K12371  494.00  291.7   5.5e-88 dipeptide transport system ATP-binding protein
  EBNMPBKG_01365      K10824  305.80  289.5   2.1e-87 nickel transport system ATP-binding protein [EC:7.2.2.11]
  EBNMPBKG_01365      K19230  330.53  264.4   8.5e-80 cationic peptide transport system ATP-binding protein
  EBNMPBKG_01365      K15587  334.70  229.9   4.7e-69 nickel transport system ATP-binding protein [EC:7.2.2.11]
  EBNMPBKG_01365      K02071  329.70  225.8   9.7e-68 D-methionine transport system ATP-binding protein
  EBNMPBKG_01365      K19229  463.93  208.3   1.4e-62 cationic peptide transport system ATP-binding protein
  EBNMPBKG_01365      K05781  277.20  204.6     3e-61 putative phosphonate transport system ATP-binding protein
  EBNMPBKG_01365      K02010  436.07  204.0   3.4e-61 iron(III) transport system ATP-binding protein [EC:7.2.2.7]
  EBNMPBKG_01365      K02065  294.23  196.1   9.2e-59 phospholipid/cholesterol/gamma-HCH transport system ATP-binding protein
  EBNMPBKG_01365      K11072  498.73  193.5     6e-58 spermidine/putrescine transport system ATP-binding protein [EC:7.6.2.11]
  EBNMPBKG_01365      K02052  501.10  186.0   1.5e-55 putative spermidine/putrescine transport system ATP-binding protein
  EBNMPBKG_01365      K02028  376.20  181.4   2.7e-54 polar amino acid transport system ATP-binding protein [EC:7.4.2.1]
  EBNMPBKG_01365      K10112  531.00  180.2   7.3e-54 multiple sugar transport system ATP-binding protein
  EBNMPBKG_01365      K02049  347.90  179.8     1e-53 NitT/TauT family transport system ATP-binding protein
  EBNMPBKG_01365      K02003  293.10  174.1   4.9e-52 putative ABC transport system ATP-binding protein
  EBNMPBKG_01365      K02000  399.53  173.5   9.7e-52 glycine betaine/proline transport system ATP-binding protein [EC:7.6.2.9]
  EBNMPBKG_01365      K02062  410.03  172.2     2e-51 thiamine transport system ATP-binding protein [EC:7.6.2.15]
  EBNMPBKG_01365      K16787  343.57  172.1   1.7e-51 energy-coupling factor transport system ATP-binding protein [EC:7.-.-.-]
  EBNMPBKG_01365      K02017  359.33  171.3   3.8e-51 molybdate transport system ATP-binding protein [EC:7.3.2.5]
  EBNMPBKG_01365      K05847  355.60  169.9   1.1e-50 osmoprotectant transport system ATP-binding protein [EC:7.6.2.9]
  EBNMPBKG_01365      K17240  489.33  168.9   1.3e-50 inositol-phosphate transport system ATP-binding protein
  EBNMPBKG_01365      K16786  346.13  167.7     4e-50 energy-coupling factor transport system ATP-binding protein [EC:7.-.-.-]
  EBNMPBKG_01365      K09810  332.03  165.0   2.2e-49 lipoprotein-releasing system ATP-binding protein [EC:7.6.2.-]
  EBNMPBKG_01365      K01552  410.27  164.9   2.9e-49 energy-coupling factor transport system ATP-binding protein [EC:7.-.-.-]
  EBNMPBKG_01365      K02041  271.80  164.5     4e-49 phosphonate transport system ATP-binding protein [EC:7.3.2.2]
  EBNMPBKG_01365      K10199  482.83  162.3   1.4e-48 glucose/arabinose transport system ATP-binding protein
  EBNMPBKG_01365      K02068  246.37  160.6   5.7e-48 UDP-glucose/iron transport system ATP-binding protein
  EBNMPBKG_01365      K15497  378.10  159.7   1.2e-47 molybdate/tungstate transport system ATP-binding protein [EC:7.3.2.5 7.3.2.6]
  EBNMPBKG_01365      K09812  292.07  159.7   1.2e-47 cell division transport system ATP-binding protein
  EBNMPBKG_01365      K02045  443.83  159.0     2e-47 sulfate/thiosulfate transport system ATP-binding protein [EC:7.3.2.3]
  EBNMPBKG_01365      K02006  338.27  158.7   2.3e-47 cobalt/nickel transport system ATP-binding protein
  EBNMPBKG_01365      K05816  518.60  158.2     3e-47 sn-glycerol 3-phosphate transport system ATP-binding protein [EC:7.6.2.10]
  EBNMPBKG_01365      K10010  381.80  157.3   3.7e-47 L-cystine transport system ATP-binding protein [EC:7.4.2.1]
  EBNMPBKG_01365      K23060  409.47  157.0   3.8e-47 arginine/lysine/histidine transport system ATP-binding protein [EC:7.4.2.1]
  EBNMPBKG_01365      K06857  262.53  155.9   1.2e-46 tungstate transport system ATP-binding protein [EC:7.3.2.6]
  EBNMPBKG_01365      K02034  266.17  155.2   2.8e-46 peptide/nickel transport system permease protein
  EBNMPBKG_01365      K11076  483.03  153.7     5e-46 putrescine transport system ATP-binding protein [EC:7.6.2.16]
  EBNMPBKG_01365      K10038  395.67  152.8   7.4e-46 glutamine transport system ATP-binding protein [EC:7.4.2.1]
  EBNMPBKG_01365      K11080  507.77  152.4   1.4e-45 mannopine transport system ATP-binding protein
  EBNMPBKG_01365      K11084  428.67  152.2   1.4e-45 2-aminoethylphosphonate transport system ATP-binding protein
  EBNMPBKG_01365      K10111  532.93  152.2   1.8e-45 multiple sugar transport system ATP-binding protein [EC:7.5.2.-]
  EBNMPBKG_01365      K10041  406.50  151.7   1.6e-45 aspartate/glutamate/glutamine transport system ATP-binding protein [EC:7.4.2.1]
  EBNMPBKG_01365      K16960  398.73  151.3   2.5e-45 L-cystine transport system ATP-binding protein [EC:7.4.2.1]
  EBNMPBKG_01365      K09814  291.60  150.5   3.9e-45 hemin transport system ATP-binding protein [EC:7.6.2.-]
  EBNMPBKG_01365      K01990  251.30  150.4   8.5e-45 ABC-2 type transport system ATP-binding protein
  EBNMPBKG_01365      K15578  427.17  148.1     3e-44 nitrate/nitrite transport system ATP-binding protein [EC:7.3.2.4]
  EBNMPBKG_01365      K16963  393.27  147.3   3.9e-44 putative S-methylcysteine transport system ATP-binding protein
  EBNMPBKG_01365      K15555  313.20  146.1   1.4e-43 sulfonate transport system ATP-binding protein [EC:7.6.2.14]
  EBNMPBKG_01365      K09817  267.07  145.7   1.7e-43 zinc transport system ATP-binding protein [EC:7.2.2.20]
  EBNMPBKG_01365      K16920  345.40  144.6   2.7e-43 acetoin utilization transport system ATP-binding protein
  EBNMPBKG_01365      K06147  622.70  144.1   5.6e-43 ATP-binding cassette, subfamily B, bacterial
  EBNMPBKG_01365      K06148  581.00  143.8   6.3e-43 ATP-binding cassette, subfamily C, bacterial
  EBNMPBKG_01365      K24040  612.13  143.3   6.2e-43 energy-coupling factor transport system permease/ATP-binding protein [EC:7.-.-.-]
  EBNMPBKG_01365      K16784  271.17  142.1   1.9e-42 biotin transport system ATP-binding protein [EC:7.6.2.-]
  EBNMPBKG_01365      K02056  507.23  141.9   2.5e-42 simple sugar transport system ATP-binding protein [EC:7.5.2.-]
  EBNMPBKG_01365      K09972  441.03  141.7   1.8e-42 general L-amino acid transport system ATP-binding protein [EC:7.4.2.1]
  EBNMPBKG_01365      K10191  553.63  141.7   2.8e-42 lactose/L-arabinose transport system ATP-binding protein
  EBNMPBKG_01365      K02036  255.50  141.0   4.3e-42 phosphate transport system ATP-binding protein [EC:7.3.2.1]
  EBNMPBKG_01365      K02013  257.90  140.9   4.6e-42 iron complex transport system ATP-binding protein [EC:7.2.2.-]
  EBNMPBKG_01365      K10545  327.20  138.4   2.5e-41 D-xylose transport system ATP-binding protein [EC:7.5.2.10]
  EBNMPBKG_01365      K10831  339.77  138.2   2.9e-41 taurine transport system ATP-binding protein [EC:7.6.2.7]
  EBNMPBKG_01365      K02074  282.47  137.7   5.2e-41 zinc/manganese transport system ATP-binding protein
  EBNMPBKG_01365      K05780  229.80  137.2   5.5e-41 alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL [EC:2.7.8.37]
  EBNMPBKG_01365      K10000  348.87  136.5   8.7e-41 arginine transport system ATP-binding protein [EC:7.4.2.1]
  EBNMPBKG_01365      K11635  382.43  136.2   1.1e-40 putative ABC transport system ATP-binding protein
  EBNMPBKG_01365      K23058  443.10  135.0   2.3e-40 putative lysine/arginine/ornithine/histidine/octopine transport system ATP-binding protein [EC:7.4.2.1]
  EBNMPBKG_01365      K10021  430.80  133.9   4.5e-40 octopine/nopaline transport system ATP-binding protein [EC:7.4.2.1]
  EBNMPBKG_01365      K17063  443.53  132.0   2.1e-39 arginine/lysine/histidine/glutamine transport system ATP-binding protein [EC:7.4.2.1]
  EBNMPBKG_01365      K17314  477.43  131.2   3.4e-39 trehalose transport system ATP-binding protein
  EBNMPBKG_01365      K10004  408.20  131.1   3.5e-39 glutamate/aspartate transport system ATP-binding protein [EC:7.4.2.1]
  EBNMPBKG_01365      K23184  357.90  130.4   5.4e-39 ferric citrate transport system ATP-binding protein [EC:7.2.2.18]
  EBNMPBKG_01365      K19079  442.77  129.6   1.1e-38 cationic antimicrobial peptide transport system ATP-binding protein
  EBNMPBKG_01365      K23064  411.13  129.5   9.3e-39 hydroxyproline transport system ATP-binding protein [EC:7.4.2.1]
  EBNMPBKG_01365      K01995  314.03  129.3   1.7e-38 branched-chain amino acid transport system ATP-binding protein
  EBNMPBKG_01365      K19340  298.10  128.9   2.1e-38 Cu-processing system ATP-binding protein
  EBNMPBKG_01365      K18889  664.70  128.6   2.4e-38 ATP-binding cassette, subfamily B, multidrug efflux pump
  EBNMPBKG_01365      K10017  469.17  128.4   2.2e-38 histidine transport system ATP-binding protein [EC:7.4.2.1]
  EBNMPBKG_01365      K05685  537.13  127.9   3.7e-38 macrolide transport system ATP-binding/permease protein [EC:7.6.2.-]
  EBNMPBKG_01365      K16013  510.50  127.6   5.6e-38 ATP-binding cassette, subfamily C, bacterial CydD
  EBNMPBKG_01365      K10441  709.70  127.2   6.4e-38 ribose transport system ATP-binding protein [EC:7.5.2.7]
  EBNMPBKG_01365      K10025  455.37  126.7   7.6e-38 arginine/ornithine transport system ATP-binding protein [EC:7.4.2.1]
  EBNMPBKG_01365      K17076  375.67  126.4   9.5e-38 putative lysine transport system ATP-binding protein
  EBNMPBKG_01365      K10008  419.40  126.4   8.4e-38 glutamate transport system ATP-binding protein [EC:7.4.2.1]
  EBNMPBKG_01365      K11631  409.53  126.4     1e-37 bacitracin transport system ATP-binding protein
  EBNMPBKG_01365      K09697  279.93  126.1   1.3e-37 sodium transport system ATP-binding protein [EC:7.2.2.4]
  EBNMPBKG_01365      K00400  550.73  125.9   1.6e-37 methyl coenzyme M reductase system, component A2
  EBNMPBKG_01365      K15579  423.83  125.6   1.8e-37 nitrate/nitrite transport system ATP-binding protein
  EBNMPBKG_01365      K23537  585.10  124.8   3.3e-37 general nucleoside transport system ATP-binding protein
  EBNMPBKG_01365      K19973  340.30  122.7   1.3e-36 manganese transport system ATP-binding protein [EC:7.2.2.5]
  EBNMPBKG_01365      K10829  364.03  122.3   1.9e-36 ferric hydroxamate transport system ATP-binding protein [EC:7.2.2.16]
  EBNMPBKG_01365      K11004  957.20  121.5   2.9e-36 ATP-binding cassette, subfamily B, bacterial HlyB/CyaB
  EBNMPBKG_01365      K10195  580.17  121.3   3.9e-36 oligogalacturonide transport system ATP-binding protein
  EBNMPBKG_01365      K10820  639.67  121.3   3.6e-36 galactofuranose transport system ATP-binding protein [EC:7.5.2.9]
  EBNMPBKG_01365      K10235  556.27  120.4   7.5e-36 alpha-glucoside transport system ATP-binding protein
  EBNMPBKG_01365      K16014  920.83  120.3   6.8e-36 ATP-binding cassette, subfamily C, bacterial CydCD
  EBNMPBKG_01365      K11050  352.17  119.8   1.2e-35 multidrug/hemolysin transport system ATP-binding protein
  EBNMPBKG_01365      K09820  328.13  119.4   1.4e-35 manganese/iron transport system ATP-binding protein
  EBNMPBKG_01365      K16012  452.43  119.0     2e-35 ATP-binding cassette, subfamily C, bacterial CydC
  EBNMPBKG_01365      K20344  769.87  118.5   2.1e-35 ATP-binding cassette, subfamily C, bacteriocin exporter
  EBNMPBKG_01365      K24949  365.97  118.2   2.7e-35 antimicrobial peptide resistance transport system ATP-binding protein [EC:7.6.2.-]
  EBNMPBKG_01365      K11963  283.10  117.4   4.5e-35 urea transport system ATP-binding protein
  EBNMPBKG_01365      K17325  441.30  115.4   2.5e-34 glycerol transport system ATP-binding protein
  EBNMPBKG_01365      K19083  405.17  115.3   2.3e-34 bacitracin transport system ATP-binding protein
  EBNMPBKG_01365      K13409  689.87  114.9   2.6e-34 ATP-binding cassette, subfamily B, bacterial CvaB/MchF/RaxB
  EBNMPBKG_01365      K10554  390.77  114.6   4.4e-34 fructose transport system ATP-binding protein
  EBNMPBKG_01365      K10562  701.97  114.5   3.7e-34 rhamnose transport system ATP-binding protein [EC:7.5.2.-]
  EBNMPBKG_01365      K20485  585.63  114.4   4.1e-34 ATP-binding cassette, subfamily B, bacterial NisT/SpaT
  EBNMPBKG_01365      K11085  724.80  112.5   1.1e-33 ATP-binding cassette, subfamily B, bacterial MsbA [EC:7.5.2.6]
  EBNMPBKG_01365      K17324  369.60  112.0   2.4e-33 glycerol transport system ATP-binding protein
  EBNMPBKG_01365      K15600  258.30  111.8     3e-33 putative hydroxymethylpyrimidine transport system ATP-binding protein
  EBNMPBKG_01365      K05833  184.70  110.5   7.1e-33 putative tryptophan/tyrosine transport system ATP-binding protein
  EBNMPBKG_01365      K12530  976.60  110.1   9.9e-33 ATP-binding cassette, subfamily B, bacterial RtxB
  EBNMPBKG_01365      K17215  730.17  108.0   3.5e-32 inositol transport system ATP-binding protein
  EBNMPBKG_01365      K14699  603.53  107.1   9.1e-32 ATP-binding cassette, subfamily B, bacterial IrtB/YbtQ [EC:7.-.-.-]
  EBNMPBKG_01365      K10830  357.77  107.1     8e-32 manganese/zinc transport system ATP-binding protein [EC:7.2.2.5]
  EBNMPBKG_01365      K19309  421.43  106.8   1.2e-31 bacitracin transport system ATP-binding protein
  EBNMPBKG_01365      K05779  229.87  106.5   1.1e-31 putative thiamine transport system ATP-binding protein
  EBNMPBKG_01365      K02021  513.30  106.4   1.2e-31 putative ABC transport system ATP-binding protein
  EBNMPBKG_01365      K11710  353.93  106.3   1.5e-31 manganese/zinc/iron transport system ATP- binding protein [EC:7.2.2.5]
  EBNMPBKG_01365      K09695  345.43  105.9     2e-31 lipooligosaccharide transport system ATP-binding protein
  EBNMPBKG_01365      K18887  706.87  105.4   2.2e-31 ATP-binding cassette, subfamily B, multidrug efflux pump
  EBNMPBKG_01365      K11957  373.70  104.5   4.1e-31 neutral amino acid transport system ATP-binding protein
  EBNMPBKG_01365      K13926  850.70  104.3   3.7e-31 ribosome-dependent ATPase
  EBNMPBKG_01365      K14698  616.33  103.8   7.7e-31 ATP-binding cassette, subfamily B, bacterial IrtA/YbtP [EC:7.-.-.-]
  EBNMPBKG_01365      K01996  320.93  102.6   2.6e-30 branched-chain amino acid transport system ATP-binding protein
  EBNMPBKG_01365      K24819  791.70  102.4     2e-30 ATP-binding cassette, subfamily B, beta-glucan exporter [EC:7.5.2.3]
  EBNMPBKG_01365      K11952 1189.93  101.9     3e-30 bicarbonate transport system ATP-binding protein [EC:7.3.2.-]
  EBNMPBKG_01365      K24708  677.63  101.7   2.7e-30 ATP-binding cassette, subfamily B, putative efflux pump [EC:7.6.2.-]
  EBNMPBKG_01365      K11953  527.57  101.5   4.1e-30 bicarbonate transport system ATP-binding protein [EC:7.3.2.-]
  EBNMPBKG_01365      K18890  711.33  101.4   3.9e-30 ATP-binding cassette, subfamily B, multidrug efflux pump
  EBNMPBKG_01365      K11607  412.77  101.2   4.8e-30 manganese/iron transport system ATP-binding protein
  EBNMPBKG_01365      K10558  574.93  100.2   9.3e-30 AI-2 transport system ATP-binding protein
  EBNMPBKG_01365      K21397  381.93  100.1   9.6e-30 ABC transport system ATP-binding/permease protein
  EBNMPBKG_01365      K10822  138.23  100.0   1.2e-29 nonpolar-amino-acid-transporting ATPase [EC:7.4.2.2]
  EBNMPBKG_01365      K23188  450.77   99.7   1.4e-29 ferric enterobactin transport system ATP-binding protein [EC:7.2.2.17]
  EBNMPBKG_01365      K20459  368.60   99.5   2.1e-29 lantibiotic transport system ATP-binding protein
  EBNMPBKG_01365      K17204  627.63   99.3   1.3e-29 erythritol transport system ATP-binding protein
  EBNMPBKG_01365      K09693  382.27   99.2   2.5e-29 teichoic acid transport system ATP-binding protein [EC:7.5.2.4]
  EBNMPBKG_01365      K09013  164.80   99.1   2.1e-29 Fe-S cluster assembly ATP-binding protein
  EBNMPBKG_01365      K05674 1496.80   98.7   1.6e-29 ATP-binding cassette, subfamily C (CFTR/MRP), member 10
  EBNMPBKG_01365      K05665 1609.37   97.5   4.2e-29 ATP-binding cassette, subfamily C (CFTR/MRP), member 1 [EC:7.6.2.3]
  EBNMPBKG_01365      K11958  375.13   96.8   1.1e-28 neutral amino acid transport system ATP-binding protein
  EBNMPBKG_01365      K06861  278.37   96.5   1.8e-28 lipopolysaccharide export system ATP-binding protein [EC:7.5.2.5]
  EBNMPBKG_01365      K18104  618.43   96.5     1e-28 ATP-binding cassette, subfamily B, bacterial AbcA/BmrA [EC:7.6.2.2]
  EBNMPBKG_01365      K24821  862.80   95.5   2.1e-28 ATP-binding cassette, subfamily B, heavy metal transporter
  EBNMPBKG_01365      K20490  294.70   95.4   2.7e-28 lantibiotic transport system ATP-binding protein
  EBNMPBKG_01365      K12541  666.57   94.6   3.3e-28 ATP-binding cassette, subfamily C, bacterial LapB
  EBNMPBKG_01365      K02193  194.90   94.5   7.4e-28 heme exporter protein A [EC:7.6.2.5]
  EBNMPBKG_01365      K18893  780.17   94.4     5e-28 ATP-binding cassette, subfamily B, multidrug efflux pump
  EBNMPBKG_01365      K16921  284.73   93.4   1.1e-27 acetoin utilization transport system ATP-binding protein
  EBNMPBKG_01365      K12531  996.53   93.1   1.1e-27 ATP-binding cassette, subfamily B, bacterial RtxE
  EBNMPBKG_01365      K06074  240.47   93.0   1.8e-27 vitamin B12 transport system ATP-binding protein [EC:7.6.2.8]
  EBNMPBKG_01365      K11962  317.53   92.7   2.1e-27 urea transport system ATP-binding protein
  EBNMPBKG_01365      K17210  668.87   91.8     3e-27 inositol transport system ATP-binding protein
  EBNMPBKG_01365      K10551  678.97   91.7   3.5e-27 D-allose transport system ATP-binding protein [EC:7.5.2.8]
  EBNMPBKG_01365      K11603  361.60   91.3   4.9e-27 manganese transport system ATP-binding protein [EC:7.2.2.5]
  EBNMPBKG_01365      K10539  699.13   90.7   5.4e-27 L-arabinose transport system ATP-binding protein [EC:7.5.2.12]
  EBNMPBKG_01365      K16907  356.07   89.7   1.7e-26 fluoroquinolone transport system ATP-binding protein [EC:7.6.2.-]
  EBNMPBKG_01365      K18891  788.30   88.1   3.7e-26 ATP-binding cassette, subfamily B, multidrug efflux pump
  EBNMPBKG_01365      K11706  396.60   87.5     1e-25 iron/zinc/manganese/copper transport system ATP-binding protein
  EBNMPBKG_01365      K10542  730.20   86.8   1.1e-25 methyl-galactoside transport system ATP-binding protein [EC:7.5.2.11]
  EBNMPBKG_01365      K23547  642.20   84.5   5.2e-25 sugar transport system ATP-binding protein
  EBNMPBKG_01365      K05776  298.33   81.9   3.8e-24 molybdate transport system ATP-binding protein
  EBNMPBKG_01365      K18895 2293.67   81.4   2.7e-24 ATP-binding cassette, subfamily B, salmochelin/enterobactin exporter
  EBNMPBKG_01365      K02471  423.33   80.2   9.2e-24 vitamin B12/bleomycin/antimicrobial peptide transport system ATP-binding/permease protein
  EBNMPBKG_01365      K15738  633.23   79.8   1.3e-23 ABC transport system ATP-binding/permease protein
  EBNMPBKG_01365      K20386       -   79.5   1.4e-23 ATP-binding cassette, subfamily B, bacterial CylB
  EBNMPBKG_01365      K18216  852.50   79.2   1.8e-23 ATP-binding cassette, subfamily B, tetracycline resistant protein
  EBNMPBKG_01365      K24910  513.23   78.9   2.6e-23 ATP-binding cassette, subfamily B, bacterial RamA/AmfB
  EBNMPBKG_01365      K12292 1390.20   78.1   4.7e-23 ATP-binding cassette, subfamily C, bacterial, competence factor transporting protein [EC:3.4.22.-]
  EBNMPBKG_01365      K24911  474.00   77.6   7.2e-23 ATP-binding cassette, subfamily B, bacterial RamB/AmfA
  EBNMPBKG_01365      K06158  580.93   77.1   9.7e-23 ATP-binding cassette, subfamily F, member 3
  EBNMPBKG_01365      K10548  728.90   75.9     2e-22 putative multiple sugar transport system ATP-binding protein [EC:7.5.2.-]
  EBNMPBKG_01365      K06159  568.50   74.2   6.2e-22 multidrug/microcin transport system ATP-binding/permease protein
  EBNMPBKG_01365      K17207  725.97   73.4   1.3e-21 putative xylitol transport system ATP-binding protein
  EBNMPBKG_01365      K24846  517.97   71.0   5.4e-21 ATP-binding cassette, subfamily B, bacterial PglK [EC:7.5.2.-]
  EBNMPBKG_01365      K18888  706.20   69.7   1.5e-20 ATP-binding cassette, subfamily B, multidrug efflux pump
  EBNMPBKG_01365      K24820 1115.40   69.1   2.2e-20 ATP-binding cassette, subfamily B, fatty acid transporter
  EBNMPBKG_01365      K18894 2140.17   68.6   1.9e-20 ATP-binding cassette, subfamily B, multidrug efflux pump
  EBNMPBKG_01365      K19350  365.87   67.9   7.4e-20 lincosamide and streptogramin A transport system ATP-binding/permease protein
  EBNMPBKG_01365      K02018  245.83   65.4   3.8e-19 molybdate transport system permease protein
  EBNMPBKG_01365      K18231  454.87   63.6   1.1e-18 macrolide transport system ATP-binding/permease protein
  EBNMPBKG_01365      K12536  499.00   62.0     3e-18 ATP-binding cassette, subfamily C, type I secretion system permease/ATPase
  EBNMPBKG_01365      K18217  818.97   61.6     4e-18 ATP-binding cassette, subfamily B, tetracycline resistant protein
  EBNMPBKG_01365      K06020  634.97   59.9     2e-17 energy-dependent translational throttle protein EttA
  EBNMPBKG_01365      K18232  469.97   59.6   2.8e-17 oleandomycin transport system ATP-binding protein
  EBNMPBKG_01365      K06174  279.07   59.4   2.1e-17 ATP-binding cassette, sub-family E, member 1
  EBNMPBKG_01365      K09691  389.20   58.2   7.4e-17 lipopolysaccharide transport system ATP-binding protein
  EBNMPBKG_01365      K23513  732.80   57.9     5e-17 riboflavin transport system ATP-binding protein
  EBNMPBKG_01365      K02069  171.43   57.2   1.2e-16 UDP-glucose/iron transport system permease protein
  EBNMPBKG_01365      K05666 1809.23   55.9   7.7e-17 ATP-binding cassette, subfamily C (CFTR/MRP), member 2
  EBNMPBKG_01365      K18892  766.33   54.1   7.4e-16 ATP-binding cassette, subfamily B, multidrug efflux pump
  EBNMPBKG_01365      K07128  138.13   53.6   1.4e-15 uncharacterized protein
  EBNMPBKG_01365      K18230  480.77   52.4   2.7e-15 macrolide transport system ATP-binding/permease protein
  EBNMPBKG_01365      K15558       -   52.0   6.5e-15 phthalate transport system ATP-binding protein
  EBNMPBKG_01365      K06160  581.33   51.4   5.5e-15 putative pyoverdin transport system ATP-binding/permease protein
  EBNMPBKG_01365      K19349  649.47   50.3   1.2e-14 pleuromutilin/lincosamide/streptogramin A transport system ATP-binding/permease protein
  EBNMPBKG_01365      K06161 1053.50   37.1   1.2e-10 putative syringomycin transport system ATP-binding/permease protein
  EBNMPBKG_01365      K03701  370.63   37.0   8.3e-11 excinuclease ABC subunit A
  EBNMPBKG_01365      K02029  219.97   36.8     2e-10 polar amino acid transport system permease protein
  EBNMPBKG_01365      K10544  407.07   29.3   2.8e-08 D-xylose transport system permease protein
  EBNMPBKG_01365      K21480  201.07   28.9     4e-08 heme oxygenase (biliverdin-producing, ferredoxin) [EC:1.14.15.20]
  EBNMPBKG_01365      K09689  222.77   26.7   3.1e-07 capsular polysaccharide transport system ATP-binding protein [EC:7.6.2.12]
  EBNMPBKG_01365      K16917  222.10   23.9   2.7e-06 putative peptide transport system ATP-binding protein
  EBNMPBKG_01365      K01998  242.57   21.9   5.7e-06 branched-chain amino acid transport system permease protein
  EBNMPBKG_01365      K06926   96.60   21.9   6.4e-06 uncharacterized protein
  EBNMPBKG_01365      K12283  365.07   21.6   9.6e-06 MSHA biogenesis protein MshM
  EBNMPBKG_01365      K06949  100.63   18.4   8.5e-05 ribosome biogenesis GTPase / thiamine phosphate phosphatase [EC:3.6.1.- 3.1.3.100]
  EBNMPBKG_01365      K06163  322.20   17.8   0.00011 alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase [EC:4.7.1.1]
  EBNMPBKG_01365      K02450  363.97   17.6   0.00015 general secretion pathway protein A
  EBNMPBKG_01365      K00855  178.30   15.9   0.00041 phosphoribulokinase [EC:2.7.1.19]
  EBNMPBKG_01365      K23148  173.27   15.8   0.00089 cytidine diphosphoramidate kinase [EC:2.7.1.224]
  EBNMPBKG_01365      K10763  174.07   15.5   0.00066 DnaA-homolog protein
  EBNMPBKG_01365      K22923  507.43   13.4    0.0034 Vi polysaccharide transport system ATP-binding protein [EC:7.6.2.12]
  EBNMPBKG_01365      K01426  307.73   13.1    0.0034 amidase [EC:3.5.1.4]
  EBNMPBKG_01365      K04029   96.70   12.1     0.012 ethanolamine utilization protein EutP
  EBNMPBKG_01365      K09882  191.50   12.0     0.007 cobaltochelatase CobS [EC:6.6.1.2]
  EBNMPBKG_01365      K21405  482.63   11.9    0.0068 sigma-54 dependent transcriptional regulator, acetoin dehydrogenase operon transcriptional activator AcoR
  EBNMPBKG_01365      K07102  170.60   10.8     0.015 N-acetylmuramate 1-kinase [EC:2.7.1.221]
  EBNMPBKG_01365      K00851   50.60   10.5     0.022 gluconokinase [EC:2.7.1.12]
  EBNMPBKG_01365      K06946  111.93   10.1     0.031 uncharacterized protein
  EBNMPBKG_01365      K03546  166.57    9.9     0.022 DNA repair protein SbcC/Rad50
* EBNMPBKG_01366      K09824   89.57  257.0   2.7e-77 uncharacterized protein
  EBNMPBKG_01366      K02339   44.83   13.0    0.0083 DNA polymerase III subunit chi [EC:2.7.7.7]
* EBNMPBKG_01367      K03978  100.70  277.5   2.1e-83 GTP-binding protein
  EBNMPBKG_01367      K03595  147.93   52.5     3e-15 GTPase
  EBNMPBKG_01367      K03977  241.47   46.5   1.7e-13 GTPase
  EBNMPBKG_01367      K06946  111.93   40.2   2.3e-11 uncharacterized protein
  EBNMPBKG_01367      K06949  100.63   36.6   2.6e-10 ribosome biogenesis GTPase / thiamine phosphate phosphatase [EC:3.6.1.- 3.1.3.100]
