# gene name           KO     thrshld  score   E-value KO definition
#-------------------- ------ ------- ------ --------- ---------------------
* HOLGGCEK_00001      K03495  294.00 1004.9  2.4e-303 tRNA uridine 5-carboxymethylaminomethyl modification enzyme
  HOLGGCEK_01679      K10816  603.77   75.8   2.1e-22 hydrogen cyanide synthase HcnC [EC:1.4.99.5]
  HOLGGCEK_01679      K00109  415.47   70.5   1.2e-20 2-hydroxyglutarate dehydrogenase [EC:1.1.99.2]
  HOLGGCEK_01679      K00309  937.40   69.2   1.6e-20 dimethylglycine oxidase [EC:1.5.3.10]
  HOLGGCEK_01679      K00315  790.30   68.5   2.3e-20 dimethylglycine dehydrogenase [EC:1.5.8.4]
  HOLGGCEK_01679      K15736  560.50   60.7   9.5e-18 (S)-2-hydroxyglutarate dehydrogenase [EC:1.1.5.13]
  HOLGGCEK_01679      K09471  286.77   59.2   2.3e-17 gamma-glutamylputrescine oxidase [EC:1.4.3.-]
  HOLGGCEK_01679      K19746  265.43   58.9   5.6e-17 D-arginine dehydrogenase [EC:1.4.99.6]
  HOLGGCEK_01679      K22549  446.50   58.2   5.4e-17 D-hydroxyproline dehydrogenase subunit alpha [EC:1.5.99.-]
  HOLGGCEK_01679      K00285  271.80   52.2   3.4e-15 D-amino-acid dehydrogenase [EC:1.4.5.1]
  HOLGGCEK_01679      K24955  535.30   45.0   5.4e-13 octopine oxidase subunit B
  HOLGGCEK_01679      K10815  730.23   43.8     1e-12 hydrogen cyanide synthase HcnB [EC:1.4.99.5]
  HOLGGCEK_01679      K00301  373.27   42.6   3.3e-12 sarcosine oxidase [EC:1.5.3.1]
  HOLGGCEK_01679      K24954  667.00   37.0   1.2e-10 octopine oxidase subunit A
  HOLGGCEK_01679      K21401  224.47   36.6   2.5e-10 menaquinone-9 beta-reductase [EC:1.3.99.38]
  HOLGGCEK_01679      K15461  171.00   34.9     5e-10 tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein [EC:2.1.1.61 1.5.-.-]
  HOLGGCEK_01679      K00244  389.23   34.6   7.3e-10 fumarate reductase flavoprotein subunit [EC:1.3.5.4]
  HOLGGCEK_01679      K17830  252.87   34.1   1.2e-09 digeranylgeranylglycerophospholipid reductase [EC:1.3.1.101 1.3.7.11]
  HOLGGCEK_01679      K22084  616.00   31.7   6.9e-09 methylglutamate dehydrogenase subunit A [EC:1.5.99.5]
  HOLGGCEK_01679      K16033  634.67   30.7   1.1e-08 FADH2-dependent halogenase
  HOLGGCEK_01679      K09835  397.70   28.1   4.8e-08 prolycopene isomerase [EC:5.2.1.13]
  HOLGGCEK_01679      K16431  472.43   28.1   9.4e-08 FAD-dependent halogenase [EC:1.14.19.-]
  HOLGGCEK_01679      K18209  641.13   26.3   2.2e-07 fumarate reductase (CoM/CoB) subunit A [EC:1.3.4.1]
  HOLGGCEK_01679      K00306  306.10   25.7   3.3e-07 sarcosine oxidase / L-pipecolate oxidase [EC:1.5.3.1 1.5.3.7]
  HOLGGCEK_01679      K00302 1271.27   25.6   2.6e-07 sarcosine oxidase, subunit alpha [EC:1.5.3.1]
  HOLGGCEK_01679      K00278  517.87   24.4     7e-07 L-aspartate oxidase [EC:1.4.3.16]
  HOLGGCEK_01679      K00273  140.70   23.0     3e-06 D-amino-acid oxidase [EC:1.4.3.3]
  HOLGGCEK_01679      K19813  679.43   21.9   4.9e-06 glucose dehydrogenase [EC:1.1.5.9]
  HOLGGCEK_01679      K03343  565.53   21.5   7.9e-06 putrescine oxidase [EC:1.4.3.10]
  HOLGGCEK_01679      K16051  381.87   21.4   6.7e-06 3-oxo-5alpha-steroid 4-dehydrogenase [EC:1.3.99.5]
  HOLGGCEK_01679      K05712  374.77   21.3     7e-06 3-(3-hydroxy-phenyl)propionate hydroxylase [EC:1.14.13.127]
  HOLGGCEK_01679      K00481  317.57   21.2   9.5e-06 p-hydroxybenzoate 3-monooxygenase [EC:1.14.13.2]
  HOLGGCEK_01679      K06151  420.63   21.1   9.4e-06 gluconate 2-dehydrogenase alpha chain [EC:1.1.99.3]
  HOLGGCEK_01679      K09516  374.27   20.8   1.1e-05 all-trans-retinol 13,14-reductase [EC:1.3.99.23]
  HOLGGCEK_01679      K02192   60.73   20.6   3.5e-05 bacterioferritin-associated ferredoxin
  HOLGGCEK_01679      K20218  806.70   20.2   1.4e-05 4-hydroxyisophthalate hydroxylase
  HOLGGCEK_01679      K00313  269.93   19.9   2.4e-05 electron transfer flavoprotein-quinone oxidoreductase [EC:1.5.5.-]
  HOLGGCEK_01679      K20077 1030.60   19.9   1.8e-05 flavin-dependent monooxygenase StaC [EC:1.13.12.-]
  HOLGGCEK_01679      K20169       -   19.9   2.2e-05 nicotine oxidoreductase [EC:1.5.3.-]
  HOLGGCEK_01679      K24952 1038.13   19.8   2.6e-05 nopaline oxidase subunit A
  HOLGGCEK_01679      K21267  611.23   19.8   2.5e-05 rifampicin monooxygenase [EC:1.14.13.211]
  HOLGGCEK_01679      K17363  602.27   19.5   2.3e-05 urocanate reductase [EC:1.3.99.33]
  HOLGGCEK_01679      K00272  408.03   19.4   3.6e-05 D-aspartate oxidase [EC:1.4.3.1]
  HOLGGCEK_01679      K22699  262.43   19.1     6e-05 sulfide-dependent adenosine diphosphate thiazole synthase [EC:2.4.2.59]
  HOLGGCEK_01679      K21060  445.70   17.7   0.00012 D-hydroxyproline dehydrogenase [EC:1.5.99.-]
  HOLGGCEK_01679      K00112  119.37   17.6   0.00013 glycerol-3-phosphate dehydrogenase subunit B [EC:1.1.5.3]
  HOLGGCEK_01679      K04940  210.63   17.4   0.00016 opine dehydrogenase [EC:1.5.1.28]
  HOLGGCEK_01679      K05898  303.93   17.1   0.00011 3-oxosteroid 1-dehydrogenase [EC:1.3.99.4]
  HOLGGCEK_01679      K10960  199.53   17.0   0.00016 geranylgeranyl diphosphate/geranylgeranyl-bacteriochlorophyllide a reductase [EC:1.3.1.83 1.3.1.111]
  HOLGGCEK_01679      K21567  367.73   17.0   0.00023 ferredoxin/flavodoxin---NADP+ reductase [EC:1.18.1.2 1.19.1.1]
  HOLGGCEK_01679      K16886  813.73   17.0   0.00014 quinone-modifying oxidoreductase, subunit QmoB
  HOLGGCEK_01679      K00274  244.23   16.6   0.00018 monoamine oxidase [EC:1.4.3.4]
  HOLGGCEK_01679      K14672  528.47   16.0   0.00033 putative polyketide hydroxylase
  HOLGGCEK_01679      K00116  174.97   15.9   0.00027 malate dehydrogenase (quinone) [EC:1.1.5.4]
  HOLGGCEK_01679      K02292 1004.30   15.7   0.00036 beta-carotene ketolase (CrtO type)
  HOLGGCEK_01679      K10797  673.07   15.5   0.00034 2-enoate reductase [EC:1.3.1.31]
  HOLGGCEK_01679      K03388  667.43   15.3   0.00037 heterodisulfide reductase subunit A2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]
  HOLGGCEK_01679      K00362  523.63   15.2   0.00036 nitrite reductase (NADH) large subunit [EC:1.7.1.15]
  HOLGGCEK_01679      K20927  842.97   15.1   0.00066 2-methyl-1,2-propanediol dehydrogenase [EC:1.1.1.400]
  HOLGGCEK_01679      K19191       -   15.0   0.00045 4-methylaminobutanoate oxidase (formaldehyde-forming) [EC:1.5.3.19]
  HOLGGCEK_01679      K14253  468.90   14.4    0.0015 6-methylpretetramide 4-monooxygenase [EC:1.14.13.232]
  HOLGGCEK_01679      K00074  372.83   14.0    0.0019 3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]
  HOLGGCEK_01679      K15928  674.83   13.7    0.0017 bifunctional hydroxylase/dehydrase
  HOLGGCEK_01679      K17839  386.20   13.7     0.002 polyamine oxidase [EC:1.5.3.17 1.5.3.-]
  HOLGGCEK_01679      K07516  738.07   13.7    0.0008 3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35]
  HOLGGCEK_01679      K22270  440.70   13.5    0.0021 3-hydroxybenzoate 6-monooxygenase [EC:1.14.13.24]
  HOLGGCEK_01679      K00382  469.67   13.5    0.0016 dihydrolipoamide dehydrogenase [EC:1.8.1.4]
  HOLGGCEK_01679      K00360  528.77   13.4    0.0022 assimilatory nitrate reductase electron transfer subunit [EC:1.7.99.-]
  HOLGGCEK_01679      K01854  117.93   13.4     0.002 UDP-galactopyranose mutase [EC:5.4.99.9]
  HOLGGCEK_01679      K21833  739.10   13.2    0.0016 dimethylglycine catabolism A
  HOLGGCEK_01679      K03185  415.73   13.2    0.0022 2-octaprenyl-6-methoxyphenol hydroxylase [EC:1.14.13.-]
  HOLGGCEK_01679      K24122       -   13.1    0.0019 limonene dehydrogenase [EC:1.17.99.8]
  HOLGGCEK_01679      K06443  119.53   13.1    0.0028 lycopene beta-cyclase [EC:5.5.1.19]
  HOLGGCEK_01679      K18166  354.80   13.1    0.0025 FAD-dependent oxidoreductase domain-containing protein 1
  HOLGGCEK_01679      K07222  281.03   13.1    0.0026 putative flavoprotein involved in K+ transport
  HOLGGCEK_01679      K22086 1336.03   12.9    0.0014 methylglutamate dehydrogenase subunit C [EC:1.5.99.5]
  HOLGGCEK_01679      K10676  458.47   12.7    0.0034 2,4-dichlorophenol 6-monooxygenase [EC:1.14.13.20]
  HOLGGCEK_01679      K00511  178.30   12.7    0.0029 squalene monooxygenase [EC:1.14.14.17]
  HOLGGCEK_01679      K03333  333.37   12.6    0.0032 cholesterol oxidase [EC:1.1.3.6]
  HOLGGCEK_01679      K20158       -   12.5    0.0033 pseudooxynicotine oxidase [EC:1.4.3.24]
  HOLGGCEK_01679      K00231  141.70   12.5    0.0043 protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15]
  HOLGGCEK_01679      K03380  320.57   12.5    0.0031 phenol 2-monooxygenase (NADPH) [EC:1.14.13.7]
  HOLGGCEK_01679      K02293  508.40   12.4     0.003 15-cis-phytoene desaturase [EC:1.3.5.5]
  HOLGGCEK_01679      K17870  464.10   12.3    0.0042 NADH oxidase (H2O2-forming) [EC:1.6.3.3]
  HOLGGCEK_01679      K00384  320.57   12.1     0.006 thioredoxin reductase (NADPH) [EC:1.8.1.9]
  HOLGGCEK_01679      K21739  458.30   12.1     0.006 probable pyridine nucleotide-disulfide oxidoreductase
  HOLGGCEK_01679      K01782  808.37   12.0    0.0037 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase [EC:1.1.1.35 4.2.1.17 5.1.2.3]
  HOLGGCEK_01679      K09845  531.57   11.9    0.0053 1-hydroxycarotenoid 3,4-desaturase [EC:1.3.99.27]
  HOLGGCEK_01679      K13819  223.30   11.8     0.011 NifU-like protein
  HOLGGCEK_01679      K15745  569.57   11.7    0.0055 phytoene desaturase (3,4-didehydrolycopene-forming) [EC:1.3.99.30]
  HOLGGCEK_01679      K10210  532.23   11.4    0.0081 diapolycopene oxygenase [EC:1.14.99.44]
  HOLGGCEK_01679      K15927  696.40   11.4    0.0084 oxygenase
  HOLGGCEK_01679      K22551  972.27   11.0    0.0076 N-methyl-L-proline demethylase [EC:1.5.3.-]
  HOLGGCEK_01679      K18800  456.00   11.0    0.0089 2-polyprenylphenol 6-hydroxylase [EC:1.14.13.240]
  HOLGGCEK_01679      K00022  355.30   10.9     0.018 3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35]
  HOLGGCEK_01679      K23273  847.50   10.9     0.011 fructose 5-dehydrogenase large subunit [EC:1.1.99.11]
  HOLGGCEK_01679      K07137  105.40   10.8     0.011 uncharacterized protein
  HOLGGCEK_01679      K00239  637.47   10.7     0.012 succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]
  HOLGGCEK_01679      K03184  446.00   10.7     0.015 3-demethoxyubiquinol 3-hydroxylase [EC:1.14.99.60]
  HOLGGCEK_01679      K00480  312.93   10.6     0.015 salicylate hydroxylase [EC:1.14.13.1]
  HOLGGCEK_01679      K00485  255.03   10.6      0.01 dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]
  HOLGGCEK_01679      K22712       -   10.2      0.02 1H-pyrrole-2-carbonyl-[peptidyl-carrier protein] chlorinase [EC:1.14.19.56]
  HOLGGCEK_01679      K04094  344.23    9.9      0.02 methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase [EC:2.1.1.74]
  HOLGGCEK_01679      K20611  696.83    9.8     0.022 1-hydroxy-2-isopentenylcarotenoid 3,4-desaturase [EC:1.3.99.37]
  HOLGGCEK_01679      K13796  345.73    8.4     0.055 tricarballylate dehydrogenase
  HOLGGCEK_01679      K10027  522.20    7.2      0.17 phytoene desaturase [EC:1.3.99.26 1.3.99.28 1.3.99.29 1.3.99.31]
  HOLGGCEK_01679      K15022  606.33    7.2      0.13 formate dehydrogenase (NADP+) beta subunit [EC:1.17.1.10]
  HOLGGCEK_01679      K19069  336.73    6.6      0.15 cellobiose dehydrogenase (acceptor) [EC:1.1.99.18]
* HOLGGCEK_01680      K00112  119.37  460.2  6.9e-139 glycerol-3-phosphate dehydrogenase subunit B [EC:1.1.5.3]
  HOLGGCEK_01680      K03153  264.43   38.0   1.1e-10 glycine oxidase [EC:1.4.3.19]
  HOLGGCEK_01680      K02293  508.40   27.6   7.1e-08 15-cis-phytoene desaturase [EC:1.3.5.5]
  HOLGGCEK_01680      K21401  224.47   27.3   1.7e-07 menaquinone-9 beta-reductase [EC:1.3.99.38]
  HOLGGCEK_01680      K00382  469.67   25.0   5.2e-07 dihydrolipoamide dehydrogenase [EC:1.8.1.4]
  HOLGGCEK_01680      K17830  252.87   24.9   6.9e-07 digeranylgeranylglycerophospholipid reductase [EC:1.3.1.101 1.3.7.11]
  HOLGGCEK_01680      K09471  286.77   24.9   5.5e-07 gamma-glutamylputrescine oxidase [EC:1.4.3.-]
  HOLGGCEK_01680      K18209  641.13   24.4   7.7e-07 fumarate reductase (CoM/CoB) subunit A [EC:1.3.4.1]
  HOLGGCEK_01680      K07222  281.03   24.0   1.3e-06 putative flavoprotein involved in K+ transport
  HOLGGCEK_01680      K15461  171.00   23.5   1.4e-06 tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein [EC:2.1.1.61 1.5.-.-]
  HOLGGCEK_01680      K19746  265.43   23.4   3.4e-06 D-arginine dehydrogenase [EC:1.4.99.6]
  HOLGGCEK_01680      K03185  415.73   22.9   2.7e-06 2-octaprenyl-6-methoxyphenol hydroxylase [EC:1.14.13.-]
  HOLGGCEK_01680      K00480  312.93   22.2   4.6e-06 salicylate hydroxylase [EC:1.14.13.1]
  HOLGGCEK_01680      K16839  320.60   21.9   7.8e-06 FAD-dependent urate hydroxylase [EC:1.14.13.113]
  HOLGGCEK_01680      K09516  374.27   21.6   6.1e-06 all-trans-retinol 13,14-reductase [EC:1.3.99.23]
  HOLGGCEK_01680      K00384  320.57   21.5   8.2e-06 thioredoxin reductase (NADPH) [EC:1.8.1.9]
  HOLGGCEK_01680      K14257  303.20   21.5   7.7e-06 tetracycline 7-halogenase / FADH2 O2-dependent halogenase [EC:1.14.19.49 1.14.19.-]
  HOLGGCEK_01680      K00274  244.23   21.2   7.2e-06 monoamine oxidase [EC:1.4.3.4]
  HOLGGCEK_01680      K18800  456.00   21.2   7.2e-06 2-polyprenylphenol 6-hydroxylase [EC:1.14.13.240]
  HOLGGCEK_01680      K00244  389.23   20.9   1.1e-05 fumarate reductase flavoprotein subunit [EC:1.3.5.4]
  HOLGGCEK_01680      K00514  465.03   20.7   1.1e-05 zeta-carotene desaturase [EC:1.3.5.6]
  HOLGGCEK_01680      K20940  389.97   20.1   2.1e-05 5-methylphenazine-1-carboxylate 1-monooxygenase [EC:1.14.13.218]
  HOLGGCEK_01680      K00303  309.40   20.0     2e-05 sarcosine oxidase, subunit beta [EC:1.5.3.1]
  HOLGGCEK_01680      K10210  532.23   19.9   2.2e-05 diapolycopene oxygenase [EC:1.14.99.44]
  HOLGGCEK_01680      K05712  374.77   19.9   1.9e-05 3-(3-hydroxy-phenyl)propionate hydroxylase [EC:1.14.13.127]
  HOLGGCEK_01680      K09879  493.80   19.8   1.8e-05 carotenoid phi-ring synthase / carotenoid chi-ring synthase [EC:1.3.99.39 1.3.99.40]
  HOLGGCEK_01680      K00278  517.87   19.3   2.5e-05 L-aspartate oxidase [EC:1.4.3.16]
  HOLGGCEK_01680      K02846  397.00   19.0   5.1e-05 N-methyl-L-tryptophan oxidase [EC:1.5.3.-]
  HOLGGCEK_01680      K00313  269.93   18.9     5e-05 electron transfer flavoprotein-quinone oxidoreductase [EC:1.5.5.-]
  HOLGGCEK_01680      K22699  262.43   18.9     7e-05 sulfide-dependent adenosine diphosphate thiazole synthase [EC:2.4.2.59]
  HOLGGCEK_01680      K21061  265.07   18.6   5.9e-05 D-hydroxyproline dehydrogenase subunit beta [EC:1.5.99.-]
  HOLGGCEK_01680      K21060  445.70   18.6   6.2e-05 D-hydroxyproline dehydrogenase [EC:1.5.99.-]
  HOLGGCEK_01680      K10027  522.20   18.4   6.9e-05 phytoene desaturase [EC:1.3.99.26 1.3.99.28 1.3.99.29 1.3.99.31]
  HOLGGCEK_01680      K07077  347.33   18.2     6e-05 uncharacterized protein
  HOLGGCEK_01680      K00285  271.80   17.8     9e-05 D-amino-acid dehydrogenase [EC:1.4.5.1]
  HOLGGCEK_01680      K00481  317.57   17.7   0.00011 p-hydroxybenzoate 3-monooxygenase [EC:1.14.13.2]
  HOLGGCEK_01680      K18208  122.23   17.7   0.00013 renalase [EC:1.6.3.5]
  HOLGGCEK_01680      K21677  290.43   17.7   9.1e-05 hydroxysqualene dehydroxylase [EC:1.17.8.1]
  HOLGGCEK_01680      K17363  602.27   17.2   0.00011 urocanate reductase [EC:1.3.99.33]
  HOLGGCEK_01680      K10797  673.07   16.9   0.00013 2-enoate reductase [EC:1.3.1.31]
  HOLGGCEK_01680      K15022  606.33   16.7   0.00017 formate dehydrogenase (NADP+) beta subunit [EC:1.17.1.10]
  HOLGGCEK_01680      K07137  105.40   16.4   0.00021 uncharacterized protein
  HOLGGCEK_01680      K00302 1271.27   16.4   0.00015 sarcosine oxidase, subunit alpha [EC:1.5.3.1]
  HOLGGCEK_01680      K20434  254.93   16.3   0.00028 cyclitol reductase
  HOLGGCEK_01680      K00301  373.27   16.0   0.00036 sarcosine oxidase [EC:1.5.3.1]
  HOLGGCEK_01680      K03388  667.43   15.9   0.00025 heterodisulfide reductase subunit A2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]
  HOLGGCEK_01680      K21567  367.73   15.8   0.00054 ferredoxin/flavodoxin---NADP+ reductase [EC:1.18.1.2 1.19.1.1]
  HOLGGCEK_01680      K09835  397.70   15.5   0.00032 prolycopene isomerase [EC:5.2.1.13]
  HOLGGCEK_01680      K00111  152.47   15.4   0.00048 glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]
  HOLGGCEK_01680      K17722  456.73   15.2    0.0006 dihydropyrimidine dehydrogenase (NAD+) subunit PreT [EC:1.3.1.1]
  HOLGGCEK_01680      K24955  535.30   15.2   0.00061 octopine oxidase subunit B
  HOLGGCEK_01680      K06151  420.63   15.2   0.00058 gluconate 2-dehydrogenase alpha chain [EC:1.1.99.3]
  HOLGGCEK_01680      K03184  446.00   15.0   0.00076 3-demethoxyubiquinol 3-hydroxylase [EC:1.14.99.60]
  HOLGGCEK_01680      K06954  498.03   14.9    0.0006 uncharacterized protein
  HOLGGCEK_01680      K13796  345.73   14.8   0.00062 tricarballylate dehydrogenase
  HOLGGCEK_01680      K14520  602.60   14.8   0.00059 4-hydroxyacetophenone monooxygenase [EC:1.14.13.84]
  HOLGGCEK_01680      K00266  511.93   14.7   0.00078 glutamate synthase (NADPH) small chain [EC:1.4.1.13]
  HOLGGCEK_01680      K03380  320.57   14.7   0.00069 phenol 2-monooxygenase (NADPH) [EC:1.14.13.7]
  HOLGGCEK_01680      K00322  430.37   14.5   0.00083 NAD(P) transhydrogenase [EC:1.6.1.1]
  HOLGGCEK_01680      K00468  410.10   14.5   0.00088 lysine 2-monooxygenase [EC:1.13.12.2]
  HOLGGCEK_01680      K14672  528.47   14.4   0.00097 putative polyketide hydroxylase
  HOLGGCEK_01680      K24953  858.23   14.4    0.0012 nopaline oxidase subunit B
  HOLGGCEK_01680      K03343  565.53   14.3    0.0012 putrescine oxidase [EC:1.4.3.10]
  HOLGGCEK_01680      K22879  195.83   14.3   0.00071 FAD-dependent urate hydroxylase [EC:1.14.13.113]
  HOLGGCEK_01680      K00231  141.70   14.1    0.0014 protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15]
  HOLGGCEK_01680      K16431  472.43   13.9    0.0019 FAD-dependent halogenase [EC:1.14.19.-]
  HOLGGCEK_01680      K03379  564.33   13.7    0.0018 cyclohexanone monooxygenase [EC:1.14.13.22]
  HOLGGCEK_01680      K00239  637.47   13.6    0.0016 succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]
  HOLGGCEK_01680      K22549  446.50   13.6    0.0016 D-hydroxyproline dehydrogenase subunit alpha [EC:1.5.99.-]
  HOLGGCEK_01680      K09845  531.57   13.5    0.0017 1-hydroxycarotenoid 3,4-desaturase [EC:1.3.99.27]
  HOLGGCEK_01680      K00306  306.10   13.5    0.0016 sarcosine oxidase / L-pipecolate oxidase [EC:1.5.3.1 1.5.3.7]
  HOLGGCEK_01680      K00520  467.17   13.3    0.0015 mercuric reductase [EC:1.16.1.1]
  HOLGGCEK_01680      K10676  458.47   13.1    0.0024 2,4-dichlorophenol 6-monooxygenase [EC:1.14.13.20]
  HOLGGCEK_01680      K22270  440.70   12.7    0.0038 3-hydroxybenzoate 6-monooxygenase [EC:1.14.13.24]
  HOLGGCEK_01680      K06443  119.53   12.6    0.0039 lycopene beta-cyclase [EC:5.5.1.19]
  HOLGGCEK_01680      K10209  713.83   12.6    0.0045 4,4'-diapophytoene desaturase [EC:1.3.8.2]
  HOLGGCEK_01680      K17870  464.10   12.6    0.0034 NADH oxidase (H2O2-forming) [EC:1.6.3.3]
  HOLGGCEK_01680      K24122       -   12.5     0.003 limonene dehydrogenase [EC:1.17.99.8]
  HOLGGCEK_01680      K00360  528.77   12.5    0.0041 assimilatory nitrate reductase electron transfer subunit [EC:1.7.99.-]
  HOLGGCEK_01680      K20943  912.17   12.3    0.0035 resorcinol 4-hydroxylase (NADPH) [EC:1.14.13.219]
  HOLGGCEK_01680      K19813  679.43   12.2    0.0042 glucose dehydrogenase [EC:1.1.5.9]
  HOLGGCEK_01680      K00273  140.70   12.2     0.006 D-amino-acid oxidase [EC:1.4.3.3]
  HOLGGCEK_01680      K01854  117.93   11.9    0.0057 UDP-galactopyranose mutase [EC:5.4.99.9]
  HOLGGCEK_01680      K00316  301.67   11.9    0.0079 spermidine dehydrogenase [EC:1.5.99.6]
  HOLGGCEK_01680      K20218  806.70   11.8    0.0048 4-hydroxyisophthalate hydroxylase
  HOLGGCEK_01680      K00219  581.60   11.8    0.0039 2,4-dienoyl-CoA reductase (NADPH2) [EC:1.3.1.34]
  HOLGGCEK_01680      K21054  761.73   11.6    0.0061 D-erythritol 1-phosphate dehydrogenase [EC:1.1.1.402]
  HOLGGCEK_01680      K00317  741.73   11.5     0.005 dimethylamine/trimethylamine dehydrogenase [EC:1.5.8.1 1.5.8.2]
  HOLGGCEK_01680      K10815  730.23   11.5     0.006 hydrogen cyanide synthase HcnB [EC:1.4.99.5]
  HOLGGCEK_01680      K17940  520.20   11.5     0.012 2-heptyl-3-hydroxy-4(1H)-quinolone synthase [EC:1.14.13.182]
  HOLGGCEK_01680      K14974  460.30   11.4    0.0089 6-hydroxynicotinate 3-monooxygenase [EC:1.14.13.114]
  HOLGGCEK_01680      K12527  594.47   11.2    0.0045 putative selenate reductase [EC:1.97.1.9]
  HOLGGCEK_01680      K00486  330.67   11.1    0.0084 kynurenine 3-monooxygenase [EC:1.14.13.9]
  HOLGGCEK_01680      K00311  271.60   10.8     0.011 electron-transferring-flavoprotein dehydrogenase [EC:1.5.5.1]
  HOLGGCEK_01680      K16033  634.67   10.6     0.014 FADH2-dependent halogenase
  HOLGGCEK_01680      K20077 1030.60   10.6     0.013 flavin-dependent monooxygenase StaC [EC:1.13.12.-]
  HOLGGCEK_01680      K03495  294.00   10.3     0.013 tRNA uridine 5-carboxymethylaminomethyl modification enzyme
  HOLGGCEK_01680      K14606  744.80   10.3     0.015 lycopene cyclase CruP [EC:5.5.1.19]
  HOLGGCEK_01680      K07256  869.93   10.2      0.02 taurine dehydrogenase large subunit [EC:1.4.2.-]
  HOLGGCEK_01680      K18071  579.37   10.2      0.02 2-methyl-3-hydroxypyridine 5-carboxylic acid dioxygenase [EC:1.14.13.242]
  HOLGGCEK_01680      K05898  303.93    9.9     0.016 3-oxosteroid 1-dehydrogenase [EC:1.3.99.4]
  HOLGGCEK_01680      K05300  497.17    9.6     0.033 L-amino acid dehydrogenase [EC:1.4.5.-]
* HOLGGCEK_01681      K00113  276.37  497.2  3.7e-150 glycerol-3-phosphate dehydrogenase subunit C
  HOLGGCEK_01681      K11473  297.13  205.0   2.3e-61 glycolate oxidase iron-sulfur subunit
  HOLGGCEK_01681      K18210  329.17  177.6   3.1e-53 fumarate reductase (CoM/CoB) subunit B [EC:1.3.4.1]
  HOLGGCEK_01681      K08264  314.67  153.6   5.5e-46 heterodisulfide reductase subunit D [EC:1.8.98.1]
  HOLGGCEK_01681      K18928  267.37  102.0   2.8e-30 L-lactate dehydrogenase complex protein LldE
  HOLGGCEK_01681      K18930  474.33   98.6   2.2e-29 D-lactate dehydrogenase
  HOLGGCEK_01681      K03389  315.23   70.1   1.5e-20 heterodisulfide reductase subunit B2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]
  HOLGGCEK_01681      K21834  325.50   67.7   8.1e-20 dimethylglycine catabolism B
  HOLGGCEK_01681      K18929  438.17   60.5   1.1e-17 L-lactate dehydrogenase complex protein LldF
  HOLGGCEK_01681      K03390  126.93   53.6   2.4e-15 heterodisulfide reductase subunit C2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]
  HOLGGCEK_01681      K00240  102.33   50.9     1e-14 succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]
  HOLGGCEK_01681      K16887  301.97   36.4   3.2e-10 quinone-modifying oxidoreductase, subunit QmoC
  HOLGGCEK_01681      K00192  425.30   34.6   4.4e-10 anaerobic carbon-monoxide dehydrogenase, CODH/ACS complex subunit alpha [EC:1.2.7.4]
  HOLGGCEK_01681      K00125  209.27   34.4   1.1e-09 formate dehydrogenase (coenzyme F420) beta subunit [EC:1.17.98.3 1.8.98.6]
  HOLGGCEK_01681      K03616   80.93   31.3   1.6e-08 Na+-translocating ferredoxin:NAD+ oxidoreductase subunit B [EC:7.2.1.2]
  HOLGGCEK_01681      K00245  282.30   30.5   1.9e-08 fumarate reductase iron-sulfur subunit [EC:1.3.5.4]
  HOLGGCEK_01681      K00338  154.60   26.8   3.9e-07 NADH-quinone oxidoreductase subunit I [EC:7.1.1.2]
  HOLGGCEK_01681      K22482  191.00   26.7   3.3e-07 heterodisulfide reductase subunit C1 [EC:1.8.7.3]
  HOLGGCEK_01681      K19339  147.43   24.7   6.9e-07 NosR/NirI family transcriptional regulator, nitrous oxide reductase regulator
  HOLGGCEK_01681      K18332  768.03   22.8   2.4e-06 NADP-reducing hydrogenase subunit HndD [EC:1.12.1.3]
  HOLGGCEK_01681      K00441  220.50   21.7   7.4e-06 coenzyme F420 hydrogenase subunit beta [EC:1.12.98.1]
  HOLGGCEK_01681      K03615  118.87   21.7   4.5e-06 Na+-translocating ferredoxin:NAD+ oxidoreductase subunit C [EC:7.2.1.2]
